participant_id;A;B;C
505887;2;5;5
505888;3;3;3
505889;3;3;3
505891;6;6;6
505892;6;6;6
505893;6;2;6
505898;6;6;6
505899;6;6;6
505900;6;6;5
505901;6;2;6
505903;99;99;99
505938;3;97;97
505939;3;3;2
505941;3;3;3
505943;6;6;6
505944;6;6;6
505949;2;3;4
505959;6;6;6
505962;2;2;2
505965;99;99;99
505968;3;4;4
505969;6;6;6
505971;6;6;6
505972;3;3;3
505973;6;4;3
505974;2;2;3
505992;6;6;6
600003;6;6;6
600004;4;3;3
600005;5;5;5
600007;6;3;3
600008;97;97;97
600017;5;3;4
600018;4;3;3
600023;6;3;3
600025;6;6;6
600027;5;3;6
600030;6;3;3
600038;3;2;2
600039;5;5;5
600040;6;6;6
600044;2;3;3
600045;97;97;3
600061;2;2;2
600064;97;97;97
600065;3;3;3
600067;6;6;6
600068;3;3;3
600069;6;6;6
600070;6;4;3
600071;3;3;3
600079;3;3;3
600081;3;5;5
600099;6;6;6
600100;99;99;99
600101;97;1;97
600103;97;97;97
600106;6;97;6
600111;97;97;97
600112;97;97;97
600119;3;3;2
600120;4;4;4
600124;2;2;2
600126;3;3;3
600127;6;3;2
600149;6;6;6
600151;3;3;3
600154;2;2;3
600157;4;3;4
600159;99;99;99
600160;3;3;4
600161;99;99;99
600171;6;6;6
600173;99;99;99
600174;3;3;3
600175;6;6;5
600176;97;97;97
600177;97;97;97
600199;6;3;6
600202;3;4;3
600204;5;3;97
600206;6;6;6
600207;6;6;6
600209;3;3;3
600210;2;3;3
600214;3;3;3
600215;4;6;6
600218;5;3;4
600233;5;3;3
600234;6;6;6
600235;6;6;3
600238;5;5;5
600241;3;3;2
600243;3;3;3
600247;6;6;4
600248;2;2;2
600252;6;2;5
600254;3;2;4
600272;3;2;3
600275;4;3;4
600276;6;4;4
600280;6;3;3
600281;3;3;3
600282;6;3;3
600283;3;4;97
600285;3;3;3
600286;2;2;2
600287;2;1;1
600288;6;5;4
600289;6;6;3
600290;5;4;5
600291;3;3;4
600294;5;5;5
600297;5;5;4
600298;6;6;6
600300;97;97;97
600303;6;3;3
600306;2;2;3
600307;3;2;2
600326;6;6;6
600327;6;6;3
600329;3;3;3
600330;4;3;3
600332;2;3;4
600333;6;2;4
600337;3;2;2
600338;3;3;3
600339;99;99;99
600344;5;4;5
600345;6;6;6
600348;4;4;5
600352;6;3;6
600354;99;99;99
600365;5;3;4
600367;4;3;3
600368;6;2;4
600369;2;2;2
600370;2;2;4
600371;6;4;4
600372;6;5;4
600373;4;4;3
600375;6;6;2
600376;3;3;3
600380;3;3;3
600381;99;99;99
600382;3;3;3
600383;4;4;5
600385;6;6;6
600386;6;4;4
600388;6;3;3
600389;3;2;2
600390;97;97;97
600397;4;4;4
600398;3;2;4
600402;3;3;3
600404;6;6;6
600407;3;3;3
600410;6;5;6
600433;4;4;4
600434;5;5;5
600436;4;4;5
600437;6;97;3
600438;5;5;5
600439;6;5;5
600443;4;3;4
600444;6;4;6
600447;6;3;97
600448;3;4;3
600449;3;3;3
600451;3;2;4
600452;2;2;3
600453;6;4;3
600458;6;3;3
600459;4;3;5
600460;4;4;4
600464;4;4;4
600465;4;3;3
600467;3;2;3
600468;3;2;2
600469;6;3;3
600490;6;6;6
600491;6;2;2
600493;6;4;5
600494;2;2;3
600499;6;6;6
600500;3;1;3
600501;6;3;2
600503;4;4;3
600504;3;2;2
600505;3;5;3
600507;6;6;6
600508;6;2;2
600509;6;3;3
600510;6;2;2
600512;5;2;2
600513;6;6;6
600518;97;97;97
600519;3;2;2
600524;4;5;5
600527;4;3;3
600528;6;6;3
600530;6;6;6
600531;5;97;5
600532;99;99;99
600557;3;4;4
600558;6;4;4
600560;2;1;3
600563;6;3;3
600566;4;3;3
600567;6;6;3
600568;3;3;4
600569;5;5;5
600570;6;6;6
600573;6;6;6
600574;6;2;2
600577;3;3;3
600578;3;3;6
600585;5;3;5
600586;6;3;4
600587;6;4;4
600593;6;4;2
600594;4;4;4
600595;6;6;6
600596;3;2;2
600598;2;2;2
600617;5;6;5
600618;3;2;4
600621;6;6;6
600622;5;5;5
600624;3;3;3
600625;6;5;5
600627;5;3;3
600628;6;5;4
600629;4;3;3
600630;5;4;4
600632;6;3;4
600634;6;6;6
600635;6;3;3
600636;6;2;3
600646;6;6;6
600647;4;2;4
600648;6;3;3
600649;5;3;2
600651;2;1;3
600652;4;3;3
600681;2;2;2
600683;6;3;3
600684;3;3;3
600685;3;3;5
600687;2;3;2
600688;6;6;4
600689;4;3;4
600691;4;4;4
600692;2;1;2
600693;6;4;3
600694;4;4;4
600695;6;6;6
600696;6;6;6
600697;6;6;6
600698;6;5;4
600700;2;2;2
600701;3;2;5
600702;5;4;6
600708;5;3;3
600714;3;3;3
600715;3;3;3
600716;3;3;3
600717;3;2;2
600718;6;6;6
600721;3;2;2
600722;4;3;4
600745;3;3;3
600747;3;3;3
600748;3;2;4
600750;5;4;4
600754;4;2;6
600755;6;6;6
600756;99;99;99
600757;4;4;3
600758;3;3;4
600759;3;3;3
600760;3;3;3
600761;5;5;4
600764;3;3;3
600765;3;2;3
600766;6;6;6
600767;6;97;97
600768;3;3;3
600771;3;3;4
600772;6;5;5
600773;2;2;3
600780;5;4;5
600785;2;2;2
600786;3;3;3
600787;3;3;3
600788;6;2;3
600790;6;2;2
600794;6;6;6
600795;99;99;99
600825;6;6;6
600827;2;97;97
600831;3;3;3
600832;2;2;2
600833;6;3;3
600834;3;2;2
600836;6;6;6
600837;4;4;3
600839;5;5;5
600840;3;3;3
600841;5;4;4
600842;5;5;5
600843;2;3;3
600844;4;4;3
600845;6;2;3
600846;3;3;3
600847;2;2;2
600848;6;6;6
600849;3;3;3
600851;3;3;3
600853;5;4;4
600854;6;3;2
600862;5;5;4
600863;3;4;4
600864;6;3;3
600865;3;3;3
600869;6;3;3
600870;6;6;3
600871;3;3;3
600872;5;4;5
600873;5;4;4
600874;6;6;6
600877;3;3;3
600878;4;4;5
600879;5;6;4
600880;4;2;4
600881;3;3;3
600920;6;6;6
600923;4;4;4
600924;1;97;97
600927;5;4;3
600929;5;3;3
600930;4;4;4
600931;6;6;3
600932;6;6;6
600933;97;97;5
600934;4;4;4
600936;5;5;5
600937;3;4;4
600939;6;4;4
600947;6;4;5
600948;99;99;99
600949;5;4;4
600950;4;4;6
600955;2;2;2
600958;6;6;6
600960;3;4;4
600961;4;3;6
600962;6;6;6
600985;3;2;3
600989;6;4;6
600990;3;2;4
600991;4;2;2
600992;3;3;5
600994;3;2;3
600995;6;6;6
600996;6;6;4
600997;3;6;3
600998;3;3;3
600999;2;2;3
601000;6;2;3
601002;6;3;3
601003;4;3;4
601004;6;6;6
601007;5;4;5
601008;6;6;6
601009;5;4;3
601010;4;3;3
601018;5;4;4
601019;5;5;5
601020;3;3;3
601021;6;4;4
601025;6;3;3
601026;97;97;3
601027;5;5;5
601029;6;6;4
601030;3;3;3
601031;5;4;6
601032;4;4;4
601033;5;4;3
601034;4;4;5
601068;5;3;5
601069;3;2;3
601070;3;2;2
601072;3;3;3
601073;6;2;4
601075;5;5;4
601077;3;3;4
601078;4;3;5
601080;5;4;4
601081;4;3;3
601082;4;5;4
601083;3;3;4
601084;4;3;4
601087;5;5;5
601088;4;5;5
601089;5;5;5
601090;5;2;3
601091;3;3;3
601094;5;4;4
601095;3;3;2
601096;3;3;3
601100;3;3;3
601102;4;3;5
601107;6;3;3
601110;6;6;6
601111;5;5;5
601112;3;4;3
601113;5;5;5
601114;5;5;4
601115;4;3;5
601148;99;99;99
601149;1;1;1
601150;99;99;99
601151;6;6;4
601152;6;1;4
601153;6;2;2
601154;6;6;6
601155;5;5;4
601157;4;2;3
601159;3;3;3
601161;6;3;3
601162;3;3;3
601163;4;3;3
601164;5;3;3
601165;4;2;2
601167;2;2;2
601169;6;4;4
601172;4;2;3
601173;5;4;4
601174;2;2;2
601175;3;3;3
601176;6;4;4
601179;2;3;2
601180;6;6;3
601189;99;99;99
601190;2;6;6
601197;5;4;4
601198;6;6;6
601199;2;2;2
601201;3;3;4
601202;3;4;6
601203;3;3;3
601204;3;5;5
601205;6;6;5
601206;5;5;4
601207;5;3;3
601233;2;2;2
601243;97;97;97
601244;6;6;6
601246;3;3;3
601248;99;99;99
601253;4;4;4
601255;4;4;3
601256;6;6;6
601257;3;4;3
601258;6;3;3
601260;3;3;4
601262;6;6;6
601263;4;4;4
601264;4;3;3
601265;6;6;6
601267;3;2;6
601275;3;3;3
601281;97;3;3
601283;99;99;99
601284;5;4;4
601285;3;3;3
601286;3;3;3
601289;3;3;3
601290;3;3;3
601293;3;3;4
601294;5;5;5
601295;6;4;4
601327;3;3;3
601333;6;6;6
601334;3;3;3
601337;6;6;6
601338;5;5;5
601340;4;4;5
601341;4;2;2
601342;3;2;2
601343;6;6;6
601345;5;5;4
601347;6;6;6
601348;5;5;5
601350;4;2;4
601351;4;4;4
601354;5;5;5
601356;5;5;5
601357;5;2;4
601362;99;99;99
601364;6;2;2
601365;6;6;6
601371;5;97;4
601372;4;3;97
601373;3;2;4
601375;6;3;3
601376;3;3;3
601379;6;6;6
601380;6;6;6
601382;3;3;3
601423;5;3;3
601424;3;3;3
601426;5;4;4
601429;4;5;5
601430;5;4;3
601431;2;1;6
601432;3;3;3
601433;2;3;3
601438;3;3;3
601440;4;3;3
601444;2;2;2
601445;5;5;5
601446;3;5;4
601449;3;4;4
601453;4;3;3
601456;4;4;4
601458;5;5;5
601468;2;3;4
601470;3;2;5
601473;2;2;2
601474;3;97;4
601475;4;4;4
601479;5;4;4
601482;6;6;6
601512;5;4;5
601516;2;2;3
601517;3;3;3
601518;3;3;3
601519;97;97;97
601520;6;6;6
601521;6;6;3
601522;3;3;3
601523;6;6;3
601529;3;3;3
601530;2;2;2
601531;3;3;4
601532;6;6;6
601535;3;3;3
601537;6;6;6
601538;6;6;5
601539;4;4;4
601541;5;4;3
601542;6;6;4
601543;5;5;5
601544;3;3;3
601548;6;5;5
601549;4;4;5
601557;3;3;3
601558;3;3;3
601562;6;2;2
601563;3;3;3
601565;3;3;3
601566;2;3;2
601568;4;4;4
601572;2;2;3
601573;6;6;6
601574;6;4;4
601610;2;2;3
601611;4;4;4
601612;6;3;2
601613;6;6;6
601614;6;3;2
601616;4;4;5
601620;3;3;4
601622;2;4;4
601623;6;3;3
601626;2;3;3
601627;6;3;6
601628;5;4;5
601629;4;4;4
601630;3;2;3
601631;3;2;3
601632;6;6;6
601633;4;3;6
601635;4;3;3
601636;4;4;4
601653;3;2;3
601656;6;3;4
601658;3;3;3
601684;3;3;3
601686;3;3;3
601689;6;6;4
601690;2;2;2
601691;3;3;4
601697;3;3;3
601698;3;3;3
601699;3;3;3
601702;3;4;4
601703;3;3;3
601704;6;6;6
601705;5;5;5
601707;3;2;2
601710;4;3;4
601712;5;4;5
601713;6;6;6
601714;3;3;3
601716;3;3;3
601720;4;4;4
601730;5;4;5
601731;2;2;3
601733;4;4;5
601737;97;97;97
601740;6;2;2
601741;5;5;5
601742;6;5;5
601744;5;5;5
601745;5;4;4
601747;4;4;5
601774;2;2;5
601778;6;3;4
601781;3;3;3
601782;6;6;6
601783;3;3;3
601784;6;2;2
601786;6;3;3
601793;3;3;6
601795;6;6;5
601796;4;4;4
601797;5;4;4
601801;4;4;4
601802;4;3;4
601803;3;3;2
601805;2;2;3
601806;6;6;3
601808;4;4;3
601813;6;6;6
601818;4;3;3
601820;4;3;3
601821;4;4;3
601822;5;5;5
601823;3;3;3
601827;6;6;6
601828;5;4;4
601830;6;3;3
601871;4;5;5
601872;6;6;6
601873;6;5;5
601874;6;6;6
601876;3;3;4
601877;6;3;4
601878;5;5;5
601879;3;4;4
601881;5;5;5
601882;99;99;99
601887;5;5;4
601888;2;2;3
601897;4;4;4
601898;4;3;3
601899;4;4;5
601903;5;5;5
601907;6;5;5
601908;6;4;4
601911;6;6;6
601916;6;6;6
601917;3;3;3
601918;4;4;5
601921;4;2;6
601922;6;2;2
601926;4;4;4
601927;2;2;3
601959;5;5;5
601966;5;4;5
601968;3;3;3
601971;6;4;4
601972;5;4;4
601974;3;4;4
601976;5;5;3
601977;4;4;4
601979;4;3;3
601980;99;99;99
601981;6;6;6
601985;4;4;3
601986;5;5;5
601987;5;5;5
601989;6;5;6
601990;5;4;6
601991;5;6;6
601992;5;5;5
601993;3;4;4
601994;6;5;4
601995;5;5;5
602004;3;3;3
602005;5;3;3
602011;3;3;3
602015;6;3;3
602017;6;6;6
602018;6;4;4
602019;5;3;3
602021;6;6;6
602045;6;6;6
602048;6;6;6
602049;3;3;3
602051;4;3;5
602053;6;6;6
602054;5;4;4
602060;6;2;6
602062;6;3;3
602064;6;3;3
602070;3;3;3
602071;3;2;6
602072;4;6;6
602073;4;3;3
602074;5;5;5
602075;5;5;6
602077;3;4;3
602078;5;4;4
602079;6;5;5
602089;5;5;5
602092;5;5;5
602094;3;2;3
602096;6;6;6
602099;2;2;2
602100;6;6;6
602101;2;2;2
602103;4;4;4
602135;3;3;3
602138;5;5;5
602140;4;4;4
602141;5;5;5
602143;4;4;4
602144;3;3;3
602145;6;4;3
602147;99;99;99
602150;6;5;6
602151;99;99;99
602152;6;6;4
602153;6;3;3
602154;3;4;5
602155;4;3;4
602156;3;3;3
602157;6;3;3
602158;3;3;3
602159;5;5;5
602160;3;3;3
602164;4;5;5
602166;3;2;3
602177;6;6;6
602178;2;2;1
602182;5;4;4
602186;99;99;99
602187;4;3;4
602219;3;3;2
602221;5;5;5
602223;6;4;3
602225;6;6;6
602226;3;4;3
602227;3;2;2
602232;3;4;4
602233;3;3;3
602236;4;3;3
602237;6;5;4
602241;3;3;4
602242;5;5;5
602245;4;2;3
602247;6;2;2
602248;4;4;3
602249;6;3;3
602255;3;3;4
602263;4;4;5
602264;4;4;4
602272;3;3;6
602275;3;2;4
602276;5;3;4
602277;3;2;2
602278;5;5;5
602334;2;2;2
602340;3;2;2
602341;5;2;2
602342;3;3;3
602343;4;4;3
602344;2;2;2
602345;3;2;2
602346;6;6;6
602347;3;2;1
602349;4;4;4
602350;6;3;3
602351;3;3;3
602356;5;5;5
602364;3;3;2
602366;3;2;4
602372;4;3;3
602374;3;3;3
602375;4;2;3
602376;5;4;4
602377;3;2;3
602379;3;3;3
602381;6;6;6
602383;6;3;6
602406;3;3;3
602414;6;6;6
602416;5;4;4
602418;3;3;3
602422;5;5;5
602423;4;4;4
602424;3;3;3
602428;5;4;4
602430;3;2;2
602431;6;3;3
602433;6;3;3
602435;99;99;99
602436;3;3;3
602438;5;5;5
602444;5;5;5
602449;6;3;3
602450;5;2;5
602451;6;3;3
602452;5;5;5
602454;4;4;4
602457;3;4;3
602458;99;99;99
602459;5;5;4
602460;6;6;6
602498;97;97;5
602499;6;3;3
602502;4;2;4
602503;6;3;5
602508;4;2;2
602509;3;3;3
602513;3;3;4
602515;6;3;5
602517;4;4;6
602518;3;3;4
602519;5;2;2
602520;5;5;5
602523;4;4;4
602524;5;5;5
602526;2;2;2
602527;5;4;4
602530;6;3;6
602536;3;2;6
602537;3;5;5
602548;3;4;4
602578;6;4;4
602579;4;2;3
602583;6;4;4
602584;5;2;4
602585;3;3;3
602586;6;2;6
602587;6;6;4
602588;5;4;4
602589;4;5;2
602592;3;2;2
602593;3;2;2
602595;6;6;6
602597;4;3;3
602598;6;6;6
602600;3;2;3
602601;5;5;5
602602;2;2;3
602603;6;6;6
602604;4;4;2
602605;4;4;3
602607;6;3;3
602609;6;6;6
602611;6;4;4
602612;4;4;4
602616;5;5;5
602622;3;3;4
602623;6;6;6
602640;3;3;4
602642;2;2;3
602643;5;4;4
602646;4;4;4
602647;4;6;6
602648;3;3;3
602697;6;6;6
602699;6;6;6
602702;3;3;5
602703;4;4;3
602704;3;2;3
602707;2;2;2
602713;3;2;3
602714;3;2;2
602716;2;2;3
602717;5;5;5
602718;6;6;6
602719;6;3;3
602721;5;3;3
602722;3;3;4
602726;4;3;3
602727;5;2;2
602728;4;2;4
602729;5;5;5
602745;5;5;5
602746;4;2;3
602747;4;2;2
602749;3;2;4
602754;6;6;6
602755;4;4;4
602759;3;3;3
602760;3;3;3
602762;2;2;2
602763;3;3;3
602764;6;3;3
602811;6;3;4
602818;4;3;4
602820;5;4;3
602822;3;3;5
602823;3;4;4
602824;4;2;3
602825;4;2;4
602827;3;3;3
602831;3;3;6
602832;99;99;99
602835;5;4;4
602836;6;6;6
602837;5;5;5
602839;6;3;3
602840;6;2;3
602841;5;3;3
602844;3;3;4
602848;4;4;4
602869;6;6;6
602870;6;6;6
602872;5;4;3
602919;5;3;5
602921;4;4;4
602922;3;2;2
602923;3;3;3
602924;4;4;4
602925;2;2;2
602926;99;99;99
602927;6;6;6
602928;2;3;5
602929;6;6;6
602933;4;2;3
602939;3;3;2
602942;3;4;4
602944;6;6;6
602945;6;3;6
602948;3;3;5
602949;99;99;99
602950;4;3;2
602951;2;1;3
602952;6;2;2
602953;2;2;2
602954;4;3;4
602977;6;6;6
602978;6;3;5
602979;5;4;5
602980;3;3;3
602981;3;2;2
602982;4;2;6
602993;6;6;6
602994;99;99;99
602996;5;5;5
602998;3;2;2
603037;99;99;99
603046;4;4;5
603052;3;2;3
603055;4;2;3
603058;2;2;2
603060;6;3;3
603061;6;6;6
603062;3;4;4
603063;4;5;5
603064;2;1;2
603065;5;4;4
603067;5;5;5
603070;99;99;99
603073;3;3;3
603074;3;3;3
603091;5;5;5
603096;4;6;6
603097;2;2;3
603099;3;3;3
603101;3;2;3
603103;6;6;6
603105;6;3;3
603106;5;5;4
603146;3;3;3
603153;4;2;2
603155;4;4;2
603157;3;3;3
603159;3;6;6
603160;6;6;6
603162;4;4;4
603163;4;3;4
603166;4;3;3
603167;6;2;3
603169;2;2;2
603171;4;3;3
603172;6;6;6
603174;6;6;6
603175;3;2;3
603176;6;3;3
603178;4;3;3
603182;6;4;6
603183;6;6;6
603185;3;3;3
603205;6;6;6
603212;6;6;6
603213;5;4;3
603214;3;3;3
603215;4;2;4
603248;6;6;6
603256;5;5;5
603257;6;6;5
603261;6;3;3
603268;5;4;6
603271;3;2;3
603272;3;3;3
603273;5;4;4
603274;3;3;3
603276;5;4;4
603279;6;4;4
603284;3;3;3
603286;4;2;2
603287;4;2;3
603288;3;3;3
603292;3;3;3
603293;4;3;4
603294;3;3;3
603306;3;3;6
603307;5;5;4
603312;5;4;6
603317;6;6;6
603318;4;3;3
603319;6;3;6
603321;99;99;99
603357;6;6;6
603358;6;6;6
603359;3;3;3
603360;6;6;6
603361;6;6;6
603365;6;6;5
603366;4;3;5
603367;99;99;99
603370;6;6;6
603374;3;3;3
603377;5;5;6
603378;2;2;2
603379;2;2;2
603380;1;1;2
603382;3;2;4
603383;4;3;4
603386;97;97;97
603388;3;5;3
603389;5;5;5
603390;2;3;4
603393;2;2;2
603394;5;3;5
603395;6;6;6
603397;3;2;2
603414;6;4;6
603418;4;2;5
603421;3;3;3
603423;6;6;6
603424;6;6;6
603425;6;3;3
603426;4;4;4
603479;2;2;4
603480;6;4;4
603481;4;3;3
603482;5;3;3
603483;4;2;3
603491;4;3;3
603492;3;3;3
603494;3;4;6
603496;5;6;6
603498;1;1;2
603499;6;2;5
603500;5;4;3
603501;3;5;6
603502;97;4;4
603505;3;4;4
603513;6;6;6
603514;6;6;6
603516;4;3;4
603524;6;6;6
603525;4;4;4
603528;3;2;3
603529;3;2;6
603532;99;99;99
603538;6;6;6
603574;6;6;6
603577;5;5;5
603579;6;6;6
603583;5;5;5
603591;6;6;6
603592;6;2;3
603594;6;6;6
603596;99;99;99
603598;6;3;3
603599;4;3;3
603600;6;6;6
603612;5;5;5
603613;6;6;6
603614;5;5;5
603616;2;1;5
603622;5;5;4
603624;3;3;3
603626;4;4;4
603672;3;3;4
603673;5;5;5
603674;6;6;6
603676;3;2;3
603687;3;3;3
603688;6;6;6
603689;3;3;3
603690;6;6;6
603691;3;3;3
603692;3;3;3
603695;3;3;3
603706;3;3;6
603719;4;4;4
603720;4;4;5
603721;2;3;3
603724;3;3;3
603726;4;4;4
603771;6;5;6
603772;6;3;4
603773;99;99;99
603779;99;99;99
603781;2;2;2
603782;3;4;4
603783;4;6;6
603787;3;3;4
603790;4;4;4
603791;99;99;99
603792;5;3;3
603793;4;4;4
603796;2;2;2
603797;4;4;4
603801;3;3;3
603803;5;3;3
603806;2;2;2
603807;5;4;4
603808;3;3;3
603830;4;4;4
603832;6;6;6
603878;3;4;6
603884;4;4;4
603885;2;2;3
603887;3;3;3
603888;3;3;3
603892;4;3;3
603896;5;4;4
603901;4;4;4
603902;4;2;4
603903;4;4;3
603912;6;6;6
603916;3;2;4
603918;3;3;3
603921;3;3;3
603923;4;4;4
603924;4;4;4
603925;3;2;2
603971;6;6;6
603976;4;2;2
603978;2;2;3
603981;99;99;99
603990;5;4;3
604008;6;6;6
604010;6;6;6
604012;6;6;6
604013;5;3;3
604062;4;4;4
604063;99;99;99
604064;4;4;4
604065;3;2;3
604067;2;2;3
604072;3;3;3
604076;4;3;4
604078;99;99;99
604079;3;2;3
604082;4;4;4
604085;5;5;5
604088;5;4;3
604106;3;3;3
604107;4;3;3
604142;6;6;6
604145;6;6;6
604146;5;4;4
604148;6;6;6
604150;3;3;3
604151;4;3;3
604152;5;4;4
604153;5;4;3
604156;3;2;3
604158;3;3;4
604160;5;5;5
604169;4;4;4
604174;3;2;3
604177;3;2;4
604178;5;5;5
604214;3;3;3
604218;3;4;6
604225;6;3;3
604228;3;3;3
604231;6;3;6
604232;4;5;4
604254;3;3;4
604255;3;3;3
604256;4;3;3
604304;4;4;4
604306;5;5;4
604307;2;2;4
604310;3;2;2
604311;4;4;4
604313;1;1;1
604314;3;3;3
604316;6;6;6
604317;3;3;3
604332;4;3;97
604340;5;5;5
604341;3;3;3
604343;5;5;5
604345;3;3;3
604346;6;6;6
604347;3;3;4
604380;3;5;4
604382;2;2;2
604384;4;4;5
604387;4;5;4
604394;6;6;6
604395;6;6;6
604399;5;5;4
604417;3;3;4
604418;6;6;6
604425;6;6;6
604426;4;3;3
604429;6;6;6
604484;6;6;6
604487;5;5;5
604488;99;99;99
604489;2;2;2
604491;3;3;3
604497;4;4;4
604498;3;3;3
604500;2;3;2
604502;5;5;5
604506;3;3;3
604513;3;3;3
604521;2;4;5
604526;2;2;3
604527;5;5;5
604528;5;5;5
604531;6;3;6
604532;3;3;3
604535;6;6;3
604538;3;4;3
604591;6;6;6
604592;6;3;5
604594;6;3;3
604597;5;5;5
604598;2;2;3
604600;2;2;6
604602;3;3;3
604604;5;5;5
604606;3;2;3
604607;6;6;6
604608;2;2;3
604609;6;6;6
604610;3;2;2
604617;2;2;4
604624;6;6;6
604626;3;3;5
604627;2;2;2
604628;3;4;3
604629;6;3;3
604674;3;3;3
604677;3;3;3
604688;3;3;4
604690;6;6;6
604691;6;6;6
604693;5;4;4
604700;3;2;3
604713;4;3;4
604714;4;4;4
604715;5;2;4
604721;3;3;3
604723;6;6;6
604724;99;99;99
604727;3;3;3
604788;6;6;6
604794;6;6;6
604797;4;2;3
604798;6;6;6
604800;3;2;6
604802;3;2;3
604804;2;2;3
604807;3;3;5
604810;2;2;4
604811;5;5;4
604822;3;2;5
604824;6;6;6
604830;5;4;3
604831;6;6;4
604833;4;5;4
604876;2;4;5
604879;5;5;5
604882;5;5;6
604883;3;4;3
604884;6;6;6
604886;2;3;3
604891;5;5;3
604893;6;6;6
604897;5;5;5
604899;4;4;4
604908;99;99;99
604924;6;6;6
604926;3;3;4
604929;3;3;3
604931;6;3;3
604937;5;5;5
604939;6;6;6
604940;97;97;5
604980;4;4;4
604982;5;5;5
604983;6;3;6
604989;3;3;3
604995;6;6;6
604999;5;4;3
605002;3;3;3
605011;6;6;6
605026;2;3;3
605070;6;6;6
605074;5;3;6
605077;3;2;2
605078;6;6;6
605081;5;5;5
605084;2;2;3
605085;3;2;3
605106;4;6;4
605110;4;3;3
605112;6;6;6
605113;4;4;4
605115;6;6;6
605166;2;2;3
605168;3;3;3
605170;3;3;4
605175;97;97;97
605178;3;3;3
605181;4;4;4
605183;3;4;2
605185;3;2;3
605190;2;2;6
605191;4;4;6
605194;2;1;1
605211;6;3;4
605214;3;3;3
605221;5;5;4
605224;4;4;4
605225;3;3;6
605226;6;6;6
605278;6;5;5
605281;4;4;6
605282;6;3;3
605283;6;6;6
605284;99;99;99
605285;3;3;3
605288;5;5;5
605290;4;3;4
605291;2;4;3
605293;6;3;3
605302;6;6;6
605308;3;3;3
605312;4;4;3
605322;3;4;3
605334;6;6;6
605341;6;6;6
605342;6;6;6
605343;2;2;2
605398;6;6;6
605404;4;4;5
605406;5;5;4
605407;3;3;4
605417;2;4;3
605428;2;2;2
605430;6;2;6
605445;3;3;3
605453;3;3;3
605454;99;99;99
605456;4;3;2
605459;3;3;4
605503;6;6;6
605504;6;2;2
605505;4;4;6
605508;3;3;3
605512;4;3;3
605515;6;2;2
605519;4;3;3
605524;6;6;97
605527;6;3;3
605547;6;6;6
605558;4;3;3
605563;6;6;6
605565;6;6;2
605566;6;6;1
605612;6;3;3
605614;2;4;5
605615;2;2;2
605625;2;3;2
605630;4;3;6
605632;3;3;3
605633;3;2;4
605636;5;5;6
605640;3;3;3
605660;6;6;6
605662;6;6;4
605671;4;2;2
605673;4;3;3
605675;6;6;6
605676;3;2;2
605677;6;6;6
605683;3;3;3
605684;6;6;6
605686;2;4;3
605723;6;6;3
605727;4;4;3
605731;6;6;6
605734;6;6;4
605736;6;6;6
605741;6;6;6
605743;97;3;97
605753;6;6;6
605779;3;2;3
605785;3;3;3
605816;3;3;3
605817;3;3;3
605819;3;3;3
605822;6;97;6
605823;2;2;2
605824;6;6;6
605825;6;6;6
605827;3;2;2
605832;6;6;6
605834;6;4;3
605835;6;3;3
605836;5;5;6
605838;2;2;1
605839;6;6;6
605840;3;2;2
605842;6;6;6
605847;2;2;2
605853;6;6;6
605856;6;6;6
605863;2;1;2
605866;5;5;5
605870;3;2;6
605872;6;6;6
605873;6;6;6
605874;6;2;3
605909;6;6;6
605912;6;6;6
605913;3;4;5
605914;6;6;6
605922;4;3;3
605923;6;6;6
605925;6;6;6
605936;3;3;3
605950;6;6;6
605955;6;6;6
605957;6;3;3
605958;3;2;97
605982;99;99;99
605984;3;2;2
605987;6;3;6
605988;4;4;4
605989;6;6;6
605990;99;99;99
605998;3;3;6
605999;1;1;1
606000;4;4;4
700016;4;3;6
700032;6;6;6
700034;3;2;6
700148;4;3;6
700150;3;3;3
700197;6;2;97
700271;6;6;6
700322;4;4;3
700323;2;2;6
700324;3;4;3
700325;4;4;3
700342;1;1;97
700364;2;2;3
700431;6;6;6
700432;6;6;6
700488;5;5;5
700489;6;2;2
700553;2;2;4
700554;6;6;6
700555;6;6;6
700612;97;97;97
700614;3;3;3
700616;4;3;3
700680;6;6;6
700746;3;3;3
700824;3;3;3
700826;3;2;3
700917;99;99;99
700918;6;4;6
700987;3;3;3
700988;1;2;2
701067;3;2;3
701071;6;6;6
701141;2;3;6
701142;5;3;5
701143;3;2;4
701144;3;3;3
701145;4;3;3
701146;6;6;6
701147;5;5;5
701235;3;3;4
701237;3;4;4
701238;6;6;6
701239;2;2;2
701240;4;3;5
701241;5;5;5
701242;5;4;4
701328;4;4;4
701329;5;4;4
701331;4;3;3
701420;5;4;6
701422;4;3;3
701513;6;6;6
701514;6;3;6
701687;6;3;3
701688;4;4;4
701772;4;3;4
701773;4;4;4
701775;6;6;6
701865;97;97;97
701869;6;3;6
701870;6;3;3
701962;5;3;4
701963;4;5;5
702047;6;6;6
702084;6;2;3
702217;5;5;6
702218;3;3;4
702325;3;4;3
702327;4;3;2
702328;3;5;3
702329;3;3;4
702407;2;2;3
702409;5;4;6
702411;3;3;4
702496;3;2;3
702497;4;2;6
702576;5;3;3
